what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586786936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586788102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586790100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586791327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586793675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417586799645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417586802473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586802935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586805314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417586807061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417586807393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586807873
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586871313
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417586871624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417587988568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417587989113
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589020778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589021303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589022393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589022770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589084009
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1417589087100
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417589087101
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417589087121
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417589087130
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417589087182
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1417589087188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.closeAll",1417589087196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589088754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589109105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589110322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589111695
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589112961
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589116591
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1417589116596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589117170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589134267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589134602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589136556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589137551
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417589137821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417589138093
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417589138333
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417589138346
