what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416639899553
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416639899572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416639904699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639916711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639924802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639934487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639934735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416639935319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416639944763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416639945299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416639966905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416639972395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639972745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639974283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639974427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639980056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639980288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416639985560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639985976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416639989043
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416639990752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639991167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416639997626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416639998062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640003789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640005037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640005146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640006192
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1416640006241
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416640011358
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416640011385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416640013956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416640014205
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640014706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640178280
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1416640179442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640186449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640187809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640189864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416640197586
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1416640200467
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1416640200703
